# Maze size:               2x2
# strategy               = sparse
# epsilon                = 0
# discount               = 0.5
# episodes               = 100
# transitions            = 1000
# min training length    = 239
# max training length    = 1000
# training length factor = 1.1
# training length incr.  = 10
# L1 coefficient         = 0.0001
# max tree size          = 10000
# feature complexity     = 2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME
# 
# 
# 
# Episode	training_length	feature_n	utree_size	episode_mean_reward
# 
44 	496	174	0	0.25
46 	496	173	0	0.25
47 	496	175	0	0.25
50 	496	174	0	0.25
52 	496	173	0	0.25
48 	496	176	0	0.25
51 	496	174	0	0.25
55 	496	171	0	0.25
54 	496	171	0	0.25
53 	496	171	0	0.25
56 	496	175	0	0.25
57 	496	174	0	0.25
62 	496	169	0	0.25
64 	496	145	0	0.25
59 	496	173	0	0.25
65 	496	146	0	0.25
60 	496	174	0	0.25
61 	496	175	0	0.25
58 	496	176	0	0.25
63 	496	174	0	0.25
66 	496	174	0	0.25
67 	496	174	0	0.25
68 	496	170	0	0.25
73 	496	174	0	0.25
74 	496	172	0	0.25
70 	496	174	0	0.25
75 	496	172	0	0.25
71 	496	175	0	0.25
69 	496	175	0	0.25
72 	496	173	0	0.25
78 	496	173	0	0.25
77 	496	175	0	0.25
81 	496	176	0	0.25
80 	496	174	0	0.25
76 	496	174	0	0.25
79 	496	170	0	0.25
82 	496	174	0	0.25
83 	496	175	0	0.25
86 	496	176	0	0.25
87 	496	174	0	0.25
89 	496	174	0	0.25
85 	496	174	0	0.25
90 	496	175	0	0.25
84 	496	176	0	0.25
88 	496	173	0	0.25
92 	496	175	0	0.25
94 	496	175	0	0.25
95 	496	175	0	0.25
93 	496	174	0	0.25
91 	496	174	0	0.25
97 	496	176	0	0.25
99 	496	171	0	0.25
98 	496	174	0	0.25
100 	496	171	0	0.25
1 	555	176	0	0.25
4 	555	171	0	0.25
3 	555	176	0	0.25
96 	496	176	0	0.25
6 	555	171	0	0.25
2 	555	175	0	0.25
7 	555	173	0	0.25
5 	555	176	0	0.25
9 	555	174	0	0.25
8 	555	173	0	0.25
10 	555	175	0	0.25
14 	555	174	0	0.25
11 	555	175	0	0.25
12 	555	174	0	0.25
13 	555	175	0	0.25
15 	555	174	0	0.25
17 	555	175	0	0.25
18 	555	175	0	0.25
19 	555	174	0	0.25
16 	555	175	0	0.25
23 	555	174	0	0.25
27 	555	174	0	0.25
21 	555	173	0	0.25
29 	555	174	0	0.25
26 	555	147	0	0.25
20 	555	175	0	0.25
30 	555	171	0	0.25
25 	555	176	0	0.25
22 	555	176	0	0.25
24 	555	174	0	0.25
28 	555	170	0	0.25
31 	555	175	0	0.25
32 	555	148	0	0.25
33 	555	176	0	0.25
36 	555	176	0	0.25
35 	555	172	0	0.25
34 	555	175	0	0.25
37 	555	176	0	0.25
44 	555	174	0	0.25
38 	555	175	0	0.25
45 	555	173	0	0.25
42 	555	173	0	0.25
43 	555	148	0	0.25
39 	555	169	0	0.25
46 	555	173	0	0.25
40 	555	173	0	0.25
41 	555	172	0	0.25
49 	555	175	0	0.25
